zone_id,zone_name,centroid_lat,centroid_lon,lat_std,lon_std,total_violations,parking_related_violations,non_parking_violations,violation_density,hotspot_score,hotspot_band,top_police_station,top_junction,top_location,peak_hour_violations,morning_peak_violations,evening_peak_violations,weekend_violations,weekday_violations,night_violations,unique_violation_types,unique_vehicle_classes,unique_locations,unique_junctions,recency_weight_sum,dominant_hour,dominant_time_bucket,dominant_day_name,peak_share,violations_nov,violations_dec,violations_jan,violations_feb,violations_mar,violations_apr,month_over_month_trend,recurring_hotspot_flag
ZONE_364,6th Main Road / Jnanabharathi Zone,12.972552765,77.511908275,0.00019368237502345785,0.0002627563667912464,20,20,0,0.001639,12.34,Low,Jnanabharathi,No Junction,"6th Main Road, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",1,1,0,10,10,11,2,2,7,1,6.689400094884344,3,night,Saturday,0.05,5,1,6,1,4,3,-0.0514,1
ZONE_442,80 Feet Road / K.G. Halli Zone,13.025772053333334,77.63052754666666,0.00038431524609500465,0.0005078559116045403,15,15,0,0.00058,12.3,Low,K.G. Halli,No Junction,"80 Feet Road, Siddappa Reddy Circle, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",4,4,0,9,6,7,2,4,8,1,5.283379635995746,4,night,Sunday,0.2667,1,2,2,4,4,2,0.1486,1
ZONE_373,Drive Thru Road / Chikkajala Zone,13.175530910526318,77.63548555263158,0.000144338702343351,2.508991316749801e-05,19,29,0,0.02897,12.27,Low,Chikkajala,No Junction,"Drive Thru Road, Chikkjala Junction, Chikkajala, Bengaluru, Karnataka. Pin-562157 (India)",3,3,0,0,19,2,3,2,2,1,3.1420513657499693,11,midday,Monday,0.1579,0,0,19,0,0,0,-0.1714,0
ZONE_419,Shantaveri Gopalagowda Road / Bangalore Builders Zone,12.960212888235294,77.55421707058824,3.4557323434256626e-05,0.0001939748300821803,17,45,11,0.018402,12.16,Low,Magadi Road,BTP092 - Bangalore Builders Junction,"Shantaveri Gopalagowda Road, Mominpura, Old Guddadahalli, Bengaluru, Karnataka. Pin-560026 (India)",2,0,2,15,2,15,2,4,1,1,4.603703778011032,3,night,Saturday,0.1176,0,0,15,0,0,2,-0.0504,0
ZONE_381,G Narayana Kumar Road / Kamakshipalya Zone,12.98194569431403,77.5325035179946,7.227955733317369e-05,0.00031208178442602204,19,20,0,0.004533,12.13,Low,Kamakshipalya,No Junction,"G Narayana Kumar Road, Asthagrama New Extension, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",3,3,0,0,19,15,2,3,4,1,3.261512714191306,5,night,Friday,0.1579,1,1,15,1,1,0,-0.1714,1
ZONE_481,Railway Station Road / Yeshwanthpura Zone,13.021978033333333,77.55323695,0.00010098679781674986,0.0001623543347117769,12,12,2,0.005998,12.06,Low,Yeshwanthpura,No Junction,"Railway Station Road, Dr Ambedkar Nagar, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",12,12,0,0,12,0,1,3,4,1,6.523585296887381,6,morning_peak,Monday,1.0,0,0,0,0,11,1,0.5429,0
ZONE_379,Outer Ring Road / Jalahalli Zone,13.04362012105263,77.5536246894737,0.00031550676622242965,0.0007025483003514859,19,19,0,0.00061,12.03,Low,Jalahalli,No Junction,"Outer Ring Road, Sharadamba Nagar, Muthyala Nagar, Bengaluru, Karnataka. Pin-560054 (India)",1,1,0,2,17,9,2,5,8,1,5.520552447958987,12,midday,Monday,0.0526,1,4,0,11,1,2,0.0632,1
ZONE_428,1st Main Road / Kodigehalli Zone,13.05888889375,77.58515855625001,0.00028243698640857614,0.0003558962919500851,16,18,1,0.00115,12.03,Low,Kodigehalli,No Junction,"1st Main Road, Arvind Orchards, Defence Colony, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",7,7,0,6,10,2,3,2,3,1,2.5242755743472878,11,midday,Sunday,0.4375,0,0,16,0,0,0,-0.1714,0
ZONE_350,TVS Cross Road / Peenya Zone,13.027910680952381,77.51815708095239,0.00027653045513822245,0.0005076137996730065,21,21,0,0.000544,11.93,Low,Peenya,No Junction,"TVS Cross Road, TVS Cross, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",2,2,0,2,19,2,2,2,3,1,4.169070615890972,11,midday,Monday,0.0952,0,1,19,0,1,0,-0.1551,1
ZONE_470,Sir CV Raman Road / Sadashivanagar Zone,13.014534307692308,77.57427111538462,0.00020178590742648013,0.00040241272106524527,13,14,0,0.00183,11.87,Low,Sadashivanagar,No Junction,"Sir CV Raman Road, Sadashivanagar Junction, Armane Nagar, Bengaluru, Karnataka. Pin-560094 (India)",10,10,0,3,10,3,1,1,2,1,8.621074802537754,7,morning_peak,Thursday,0.7692,3,0,0,0,5,5,0.3297,0
ZONE_429,"Dr Rajkumar Puniya Bhoomi Road / 15th Cross, 35th Main, JP Nagar Zone",12.906528826114165,77.57805564710493,0.0002606449011643024,0.0004974937129568802,16,27,0,0.000687,11.85,Low,J.P. Nagar,"BTP161 - 15th Cross, 35th Main, JP Nagar","Dr Rajkumar Puniya Bhoomi Road, Sarakki Extension, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)",2,2,0,12,4,13,4,2,6,1,1.8602308274542232,3,night,Saturday,0.125,0,7,8,1,0,0,-0.3,1
ZONE_362,Suranjan Das Road / Jeevanbheemanagar Zone,12.960106076190476,77.6661243904762,0.0004593635171678501,0.0002125691579355279,21,21,0,0.001916,11.83,Low,Jeevanbheemanagar,No Junction,"Suranjan Das Road, Officers Quarters, Airport Area, Bengaluru, Karnataka. Pin-560017 (India)",3,3,0,3,18,18,1,2,3,1,1.784411079440455,4,night,Monday,0.1429,0,19,2,0,0,0,-0.4816,0
ZONE_354,Hall Road / Pulikeshinagar(F.Town) Zone,13.004540699999998,77.61578466666667,0.0004032077901030782,0.0006953511820199104,21,23,0,0.000796,11.77,Low,Pulikeshinagar(F.Town),No Junction,"Hall Road, SBI Senior Officers Flats, Richards Town, Bengaluru, Karnataka. Pin-560005 (India)",2,2,0,17,4,2,3,3,3,1,2.565721933875248,11,midday,Saturday,0.0952,10,0,8,3,0,0,-0.449,1
ZONE_407,3rd Main Road / Delmia Circle Zone,12.906200970588236,77.59508839411764,0.0004765974018560334,9.982196946670881e-05,17,17,2,0.002053,11.71,Low,J.P. Nagar,BTP222 - Delmia Circle,"3rd Main Road, Delmia Circle, JP Nagar Phase 3, Bengaluru, Karnataka. Pin-560078 (India)",5,5,0,3,14,8,3,2,4,1,1.93554086232518,3,night,Tuesday,0.2941,6,7,2,1,1,0,-0.4941,1
ZONE_328,MN Krishnarao Road / Mahadevapura Zone,12.986702138461538,77.6901161576923,0.00010781957921238706,0.00014484790967837945,26,26,3,0.012751,11.59,Low,Mahadevapura,No Junction,"MN Krishnarao Road, Shivaganga Layout Phase 1, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",0,0,0,0,26,26,2,1,4,1,4.6082692120084925,1,night,Thursday,0.0,0,0,26,0,0,0,-0.1714,0
ZONE_424,Srinivagilu Main Road / Adugodi Zone,12.9456738125,77.61877959374999,0.00021644928543793247,0.000334041441479507,16,16,0,0.000943,11.56,Low,Adugodi,No Junction,"Srinivagilu Main Road, Rajendra Nagar, Koramangala, Bengaluru, Karnataka. Pin-560047 (India)",4,4,0,5,11,11,2,4,3,1,6.041266932529993,4,night,Friday,0.25,0,1,1,4,10,0,0.3214,1
ZONE_406,Mysore Road / Kengeri Zone,12.913915576470588,77.48673620588234,0.00022546520388266053,0.000256916845669631,17,42,0,0.001389,11.55,Low,Kengeri,No Junction,"Mysore Road, Nathamkaiamcheri, Kengeri, Bengaluru, Karnataka. Pin-560059 (India)",1,1,0,1,16,9,3,3,1,1,6.72235510316258,11,night,Tuesday,0.0588,1,1,0,3,12,0,0.3126,1
ZONE_444,2nd Cross Road / Electronic City Zone,12.840304592857146,77.66327308571428,0.00026268756365495247,0.0002839748820349753,14,14,1,0.001142,11.5,Low,Electronic City,No Junction,"2nd Cross Road, KSSIDC Complex, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",7,7,0,4,10,4,2,4,4,1,3.380461936226798,5,morning_peak,Wednesday,0.5,2,6,1,0,5,0,-0.1714,0
ZONE_331,13th Main Road / Hulimavu Zone,12.891936908,77.631976596,0.00019517897325300096,0.0003507780096689721,25,25,0,0.003132,11.43,Low,Hulimavu,No Junction,"13th Main Road, Nandishwara Layout, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)",0,0,0,14,11,11,1,3,5,1,3.6327577660678254,11,midday,Saturday,0.0,0,14,0,11,0,0,-0.2126,0
ZONE_535,100 Feet Road / Peenya Zone,13.027792777777778,77.52011555555555,0.00024478023023057543,0.0001351105514434415,9,32,0,0.004927,11.42,Low,Peenya,No Junction,"100 Feet Road, TVS Cross, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",9,9,0,0,9,0,1,2,1,1,4.979403861455982,8,morning_peak,Thursday,1.0,0,0,0,0,9,0,0.5143,0
ZONE_483,3rd Main Road / Peenya Zone,13.025163941666667,77.51112590555555,0.0001513132059269827,9.983053401501348e-05,12,14,0,0.005105,11.38,Low,Peenya,No Junction,"3rd Main Road, Chakkasandra, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",7,7,0,2,10,3,2,5,6,1,2.991973444208365,7,morning_peak,Friday,0.5833,4,1,3,1,3,0,-0.2286,0
ZONE_471,Kodigehalli Road / Kodigehalli Zone,13.06553506153846,77.57082832307691,0.0005201228116806181,0.00038513199718501255,13,13,0,0.000416,11.31,Low,Kodigehalli,No Junction,"Kodigehalli Road, AVR Layout, Virupakshapura, Bengaluru, Karnataka. Pin-560097 (India)",9,9,0,1,12,3,1,1,4,1,2.741325285082968,9,morning_peak,Friday,0.6923,0,1,10,0,2,0,-0.0923,0
ZONE_465,30th Cross Road / Devegowda Petrol Bunk Zone,12.922382762945583,77.5608028312716,0.00031945751832947823,0.0006051024960517464,13,14,0,0.000573,11.18,Low,Banashankari,BTP158 - Devegowda Petrol Bunk,"30th Cross Road, Kittur Rani Chennamma Circle, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",5,5,0,3,10,8,3,3,7,1,2.487147638877646,3,night,Friday,0.3846,1,1,7,4,0,0,-0.1451,0
ZONE_448,Sir M Vishveshwarya Circle / Jalahalli Zone,13.045564471428571,77.55659398571429,0.00025517950372419936,0.00017502412078889478,14,16,0,0.002124,11.09,Low,Jalahalli,No Junction,"Sir M Vishveshwarya Circle, Dr GP Rajarathnam Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",4,4,0,3,11,7,3,4,4,1,4.055311676810613,1,night,Tuesday,0.2857,0,5,5,1,0,3,-0.049,0
ZONE_433,"13th Cross Road / NPS, Vijayanagar Zone",12.98498809127935,77.54482868603185,7.588038902800004e-05,0.0002389002852069186,15,15,1,0.004717,11.05,Low,Magadi Road,"BTP024 - NPS, Vijayanagar","13th Cross Road, SR Dinne, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)",6,6,0,5,10,9,2,3,4,1,1.4344461278226321,4,night,Monday,0.4,0,13,1,1,0,0,-0.4457,1
ZONE_499,Cottonpete Main Road / Royan Circle Zone,12.961156683956677,77.56872173818182,0.000534543957234856,0.00020082172431465283,11,18,0,0.00157,11.01,Low,Chamarajpet,BTP213 - Royan Circle,"Cottonpete Main Road, K.R Market, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560018, India",10,10,0,1,10,1,2,3,3,1,1.6026918687114002,7,morning_peak,Friday,0.9091,0,7,0,4,0,0,-0.2649,0
ZONE_451,MBT Road / Hennuru Zone,13.040142507142859,77.62407722142858,0.00045858001141361917,0.0003178635826861951,14,15,2,0.000809,10.99,Low,Hennuru,No Junction,"MBT Road, Nagawara Junction, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",2,2,0,4,10,11,3,6,7,1,5.816146328395539,4,night,Monday,0.1429,1,2,1,3,4,3,0.2204,0
ZONE_438,Huskur Main Road / Electronic City Zone,12.843097513333332,77.68746324,0.0003740762161966249,0.00042555356855968713,15,31,1,0.000887,10.97,Low,Electronic City,No Junction,"Huskur Main Road, Inspira Tropical Garden, Gulimangala, Bengaluru, Karnataka. Pin-560099 (India)",1,1,0,4,11,14,3,4,3,1,4.214880068387054,3,night,Thursday,0.0667,0,0,9,3,3,0,0.0343,1
ZONE_416,Indiranagar Double Road / Jeevanbheemanagar Zone,12.967778117647057,77.63668939411764,0.0002765308057775076,0.00012117590246375063,17,33,2,0.002346,10.96,Low,Jeevanbheemanagar,No Junction,"Indiranagar Double Road, Sri Paramahamsa Yogananda Circle, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",1,1,0,2,15,2,3,2,1,1,7.072833203876413,12,midday,Wednesday,0.0588,0,0,2,1,14,0,0.4134,1
ZONE_366,Byrathi Main Road / Hennuru Zone,13.05662357,77.651725295,0.00039934763526212023,0.0002507717886317549,20,20,0,0.001344,10.78,Low,Hennuru,No Junction,"Byrathi Main Road, Hoodi, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)",2,2,0,4,16,13,2,4,2,1,2.5185308357044955,3,night,Thursday,0.1,5,12,1,1,0,1,-0.48,1
ZONE_414,Devara Chikkanahalli Main Road / Mico Layout Zone,12.897901994117646,77.6063892117647,0.00019712256805901813,0.00020830192594749867,17,31,0,0.002774,10.62,Low,Mico Layout,No Junction,"Devara Chikkanahalli Main Road, Someshwara Layout, Bilekahalli, Bengaluru, Karnataka. Pin-560076 (India)",0,0,0,3,14,14,3,4,3,1,7.585658101261615,2,night,Friday,0.0,0,0,3,6,8,0,0.2723,1
ZONE_488,Outer Ring Road / Kodigehalli Zone,13.043676308333332,77.58431269166667,0.00015064875136545724,9.80162737699039e-05,12,12,7,0.007612,10.6,Low,Kodigehalli,No Junction,"Outer Ring Road, Abdul Jabbar Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",12,12,0,3,9,0,2,3,1,1,6.17981886976011,6,morning_peak,Wednesday,1.0,0,0,0,4,6,2,0.4571,0
ZONE_464,Hennur Main Road / Hennuru Zone,13.057349776923079,77.64843506923077,0.0005007304317259672,0.0002820038131698171,13,13,0,0.000827,10.47,Low,Hennuru,No Junction,"Hennur Main Road, Muninanjappa Layout, Narayanpura, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)",11,11,0,7,6,1,2,2,3,1,0.6676210130904632,8,midday,Sunday,0.8462,6,7,0,0,0,0,-0.6725,0
ZONE_453,1st Main Road / Peenya Zone,13.031536792857143,77.50365327142858,9.54285996826053e-05,0.00020570867162589946,14,21,6,0.005009,10.44,Low,Peenya,No Junction,"1st Main Road, Nelagedhrahalli Circle, Nalagadderanahalli, Bengaluru, Karnataka. Pin-560073 (India)",2,2,0,3,11,12,5,4,3,1,3.962250611154971,2,night,Wednesday,0.1429,2,5,2,1,4,0,-0.1714,0
ZONE_458,10th Main Road / Basavanagudi Zone,12.94011846906495,77.56439591368425,0.00025941887581420423,0.00013193510289702463,13,13,0,0.003268,10.42,Low,Basavanagudi,No Junction,"10th Main Road, Mount Joy Extension, Hanumantha Nagar, Bengaluru, Karnataka. Pin-560004 (India)",3,3,0,0,13,7,2,2,5,1,5.481622826578831,3,night,Tuesday,0.2308,4,0,0,3,5,1,0.0396,0
ZONE_512,10th Main Road / High ground Zone,12.99235889,77.59211757,0.00017826542289515915,0.00022682364686551611,10,10,0,0.00245,10.26,Low,High ground,No Junction,"10th Main Road, Valliappa Nagar, Bengaluru, Karnataka. Pin-560001 (India)",10,10,0,6,4,0,1,3,4,1,4.074652669144024,7,morning_peak,Sunday,1.0,1,0,0,6,0,3,0.2743,0
ZONE_485,Amruth Nagar Main Road / Thalagattapura Zone,12.886921333333332,77.565389575,0.0001207553073052626,0.0002118991360623053,12,12,0,0.002548,10.14,Low,Thalagattapura,No Junction,"Amruth Nagar Main Road, Silver Oak Plantation Junction, Konanakunte, Bengaluru, Karnataka. Pin-560062 (India)",9,9,0,10,2,3,2,3,3,1,1.6839443835742298,6,morning_peak,Saturday,0.75,8,1,0,1,2,0,-0.5143,0
ZONE_490,Hennur Main Road / Banaswadi Zone,13.027543649999998,77.632505975,0.00016591739182196123,0.00026298344616157204,12,15,2,0.002708,10.11,Low,Banaswadi,No Junction,"Hennur Main Road, Hennuru Junction, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",5,5,0,3,9,2,4,3,4,1,1.7774092502753125,11,midday,Wednesday,0.4167,1,3,7,0,1,0,-0.2571,0
ZONE_503,Clark Road / Pulikeshinagar(F.Town) Zone,13.002530418181818,77.61566536363637,0.0002799107565570607,9.478616220312964e-05,11,11,0,0.002967,10.1,Low,Pulikeshinagar(F.Town),No Junction,"Clark Road, SBI Senior Officers Flats, Richards Town, Bengaluru, Karnataka. Pin-560005 (India)",8,8,0,2,9,1,2,3,4,1,2.6781665369675993,6,midday,Friday,0.7273,0,4,5,0,1,1,-0.1403,0
ZONE_455,Wind Tunnel Road / Jeevanbheemanagar Zone,12.952525085707691,77.65249909653963,0.00034250906417619773,0.00010648022237840644,14,16,3,0.002384,10.08,Low,Jeevanbheemanagar,No Junction,"Wind Tunnel Road, Golf View Campus, Murugeshpalya, Bengaluru, Karnataka. Pin-560017 (India)",4,4,0,0,14,9,2,2,3,1,1.6730723415822977,4,night,Wednesday,0.2857,12,0,0,0,2,0,-0.6612,0
ZONE_472,Kodigehalli Main Road / Kodigehalli Zone,13.058634499999998,77.58313520769231,0.00010091428706225384,0.00045518660909883333,13,14,0,0.002371,10.07,Low,Kodigehalli,No Junction,"Kodigehalli Main Road, Maruthi Nagar, Kodigehalli, Bengaluru, Karnataka. Pin-560092 (India)",11,11,0,3,10,1,1,2,1,1,1.6369597358855645,8,morning_peak,Friday,0.8462,3,0,10,0,0,0,-0.3297,0
ZONE_452,Dr Rajgopal Road / Kodigehalli Zone,13.031550199999998,77.57710155714287,0.00040554713659453405,0.0002660536114690903,14,14,0,0.00082,10.06,Low,Kodigehalli,No Junction,"Dr Rajgopal Road, GMR Layout, Sanjay Nagar, Bengaluru, Karnataka. Pin-560094 (India)",4,4,0,6,8,5,2,2,4,1,1.6076623679578153,11,midday,Saturday,0.2857,8,2,2,1,1,0,-0.5388,0
ZONE_474,SH 87 / Thalagattapura Zone,12.850752700000001,77.58812748333334,0.00025154382954445576,0.00012988416401134954,12,12,0,0.003062,10.03,Low,Thalagattapura,No Junction,"SH 87, Royal Hermitage Layout, Weavers Colony, Bengaluru, Karnataka. Pin-560083 (India)",5,5,0,4,8,2,2,3,4,1,3.3937716111833796,7,midday,Saturday,0.4167,3,3,0,2,4,0,-0.1429,0
ZONE_431,5th Main Road / Banaswadi Zone,13.011107626666668,77.65921296666667,0.0002103106765399056,0.00039612581635233945,15,15,0,0.001049,10.01,Low,Banaswadi,No Junction,"5th Main Road, B Channasandra, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",4,4,0,7,8,8,1,3,2,1,2.527223890196785,5,night,Tuesday,0.2667,7,4,0,2,2,0,-0.4457,1
ZONE_447,HAL Airport Road / HAL Old Airport Zone,12.9564441,77.69596057857143,3.912821134527416e-05,0.0002997105633977095,14,17,1,0.008773,9.96,Low,HAL Old Airport,No Junction,"HAL Airport Road, Sanjay Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",2,2,0,3,11,4,3,4,3,1,4.2321465813677275,11,midday,Monday,0.1429,0,1,8,1,3,1,0.049,0
ZONE_363,1st Main Road / Attiguppe Circle Zone,12.959976469999997,77.53215836500002,6.257587478622686e-05,0.0003681914909045577,20,23,0,0.003408,9.93,Low,Byatarayanapura,BTP017 - Attiguppe Circle,"1st Main Road, Sona Apartment, New Income Tax Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",0,0,0,0,20,16,2,3,5,1,1.943085947812339,5,night,Wednesday,0.0,14,3,0,3,0,0,-0.6514,1
ZONE_400,Amruth Nagar Main Road / Thalagattapura Zone,12.872579838888889,77.56651447777777,0.0002474027845648838,9.50823021542586e-05,18,18,1,0.004437,9.88,Low,Thalagattapura,No Junction,"Amruth Nagar Main Road, Tippu Sultan Circle, Avalahalli, Bengaluru, Karnataka. Pin-560062 (India)",0,0,0,5,13,2,2,4,6,1,4.802273198289935,11,midday,Tuesday,0.0,0,5,9,0,4,0,-0.1143,1
ZONE_440,3rd Main Road / Jnanabharathi Zone,12.96919204,77.51039883333334,0.0004509925114995373,0.0002715532667226549,15,15,0,0.000853,9.86,Low,Jnanabharathi,No Junction,"3rd Main Road, Block 11, BDA Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",1,1,0,2,13,7,2,3,5,1,4.856520327869596,3,night,Thursday,0.0667,0,0,5,7,1,2,0.1714,1
ZONE_506,Kamaraj Road / Pulikeshinagar(F.Town) Zone,12.98945910909091,77.6132920272727,0.00018080674464472844,8.995141011720077e-05,11,11,0,0.006934,9.74,Low,Pulikeshinagar(F.Town),No Junction,"Kamaraj Road, Dharmalingam Circle, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",6,6,0,0,11,1,2,2,3,1,4.723934622126434,11,morning_peak,Thursday,0.5455,0,1,1,3,5,1,0.2961,0
ZONE_487,MBT Road / Hennuru Zone,13.041343408333333,77.62175839166666,5.880390306089309e-05,0.00034013192215481684,12,12,0,0.005998,9.72,Low,Hennuru,No Junction,"MBT Road, SLV Spring Field Apartment, MSR North City, Nagavara, Bengaluru, Karnataka. Pin-560077 (India)",3,3,0,1,11,5,2,4,7,1,2.4128318671537374,4,night,Thursday,0.25,4,0,0,8,0,0,-0.1714,0
ZONE_479,Bannerghatta Main Road / GD Mara Zone,12.9111864,77.60020039166666,0.00037025896342955666,0.00014199873532357612,12,12,0,0.002496,9.72,Low,Mico Layout,BTP130 - GD Mara Junction,"Bannerghatta Main Road, Mantri Elegance Shopping Mall, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",5,5,0,4,8,3,2,3,4,1,2.2662975632745432,10,midday,Wednesday,0.4167,1,4,4,2,0,1,-0.2,0
ZONE_356,Andrahalli Main Road / Kamakshipalya Zone,13.008323309523808,77.48431117142857,0.00035571893948015983,0.00048533683884664823,21,21,1,0.00052,9.71,Low,Kamakshipalya,No Junction,"Andrahalli Main Road, Andhrahalli, Bengaluru, Karnataka. Pin-560091 (India)",0,0,0,0,21,0,1,3,5,1,1.5171461271620417,12,midday,Tuesday,0.0,12,6,3,0,0,0,-0.6612,1
ZONE_394,Whitefield Main Road / Mahadevapura Zone,12.994485027777777,77.75764796666667,0.00019912259541966858,0.0003161056022343924,18,19,1,0.002004,9.67,Low,Mahadevapura,No Junction,"Whitefield Main Road, Gopal Krishna Nagar, Kadugodi Plantation, Bengaluru, Karnataka. Pin-560067 (India)",1,1,0,1,17,12,3,4,2,1,3.1389512652132585,2,night,Wednesday,0.0556,6,3,5,2,2,0,-0.3429,1
ZONE_468,Model Road / Kengeri Zone,12.916493992307693,77.52058697692308,0.00042290558729946747,3.832058093191813e-05,13,17,0,0.00505,9.63,Low,Kengeri,No Junction,"Model Road, Krishnappa Block, BEML Layout Stage 3, Rajarajeshwari Nagar, Bengaluru, Karnataka. Pin-560098 (India)",5,5,0,2,11,0,4,4,2,1,1.1165153862232098,13,midday,Thursday,0.3846,9,0,3,1,0,0,-0.6198,0
ZONE_463,Cargo Road / Devanahalli Airport Zone,13.198943884615383,77.70518223076922,0.0005199092129816777,0.0006140149487666754,13,13,0,0.000326,9.6,Low,Devanahalli Airport,No Junction,"Cargo Road, Arisinakunte, Bengaluru, Karnataka. Pin-560300 (India)",3,3,0,2,11,4,1,1,5,1,1.9510220585466007,12,midday,Monday,0.2308,0,3,9,1,0,0,-0.2242,0
ZONE_525,HMT Main Road / Jalahalli Zone,13.048771870000001,77.54993730999999,0.0003844036363859255,0.00027868021278917117,10,20,0,0.001374,9.59,Low,Jalahalli,No Junction,"HMT Main Road, Kempe Gowda HMT Estate, Jalahalli Village, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",3,3,0,1,9,0,2,3,4,1,2.2166834404250495,11,midday,Tuesday,0.3,3,0,4,2,0,1,-0.2057,0
ZONE_511,Basavanapura Road / K.R. Pura Zone,13.015543000000003,77.70941068000002,0.0004345375830825816,6.67026702783674e-05,10,26,1,0.004021,9.56,Low,K.R. Pura,No Junction,"Basavanapura Road, Sri Manjunatha Layout, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",1,1,0,3,7,7,3,2,4,1,4.822056445775678,5,night,Thursday,0.1,0,0,1,0,9,0,0.4457,0
ZONE_497,2nd Main Road / Kodigehalli Zone,13.054257281818183,77.58990576363637,6.74227827693423e-05,0.000447297744848917,11,11,0,0.004048,9.55,Low,Kodigehalli,No Junction,"2nd Main Road, Jyothika Patak, Shanthivana, Kodigehalli, Bengaluru, Karnataka. Pin-560092 (India)",6,6,0,5,6,5,1,2,5,1,1.629180315953726,8,morning_peak,Tuesday,0.5455,5,0,0,6,0,0,-0.2961,0
ZONE_513,17th Main Road / Rajajinagar Zone,13.003830919999999,77.52927295999999,0.0003534629410088078,0.00016007870425401602,10,16,0,0.001518,9.5,Low,Rajajinagar,No Junction,"17th Main Road, RIECHS Layout, Kurubarahalli, Bengaluru, Karnataka. Pin-560086 (India)",5,5,0,4,6,5,3,3,4,1,1.4324982369308756,3,night,Saturday,0.5,4,2,1,2,1,0,-0.3771,0
ZONE_505,Dr Rajkumar Puniya Bhoomi Road / Kamakshipalya Zone,12.99164858181818,77.5209750727273,0.00026496679346000717,0.00011357292010670926,11,12,0,0.002769,9.5,Low,Kamakshipalya,No Junction,"Dr Rajkumar Puniya Bhoomi Road, Sannaki Bayalu, Vrushabhavathi Nagar, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",10,10,0,2,9,1,2,1,1,1,3.5039463494492744,10,midday,Thursday,0.9091,0,0,2,9,0,0,0.1091,0
ZONE_520,TC Palya Main Road / Banaswadi Zone,13.021293980600309,77.678451684,0.00011765835132422398,0.0004559390616010902,10,19,2,0.001716,9.48,Low,Banaswadi,No Junction,"TC Palya Main Road, Kowdenahalli Extension, Ramamurthi Nagar, Bengaluru, Karnataka. Pin-560016 (India)",3,3,0,3,7,2,3,2,4,1,2.285042593366541,11,midday,Monday,0.3,0,1,4,4,1,0,0.0,0
ZONE_484,TC Palya Main Road / K.R. Pura Zone,13.021269183333336,77.70137299166666,0.0002152867129849852,0.00045619556504116913,12,12,0,0.001091,9.35,Low,K.R. Pura,No Junction,"TC Palya Main Road, Lake Vihar 2, TC Palya, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",6,6,0,8,4,4,2,3,2,1,2.6566269484524794,4,midday,Saturday,0.5,1,4,1,5,1,0,-0.1429,0
ZONE_501,80 Feet Road / Byatarayanapura Zone,12.958832072727272,77.52501314545454,0.00017980987787614337,0.0005174244956780538,11,20,1,0.001016,9.28,Low,Byatarayanapura,No Junction,"80 Feet Road, Nisarga Layout, Chandra Layout, Bengaluru, Karnataka. Pin-560072 (India)",2,2,0,0,11,9,2,2,3,1,3.117533085228015,2,night,Wednesday,0.1818,0,2,0,9,0,0,0.0468,0
ZONE_476,2nd Main Road / Yelahanka Zone,13.111468141666665,77.60486750833334,0.00019031385302062989,0.0002726826709121941,12,12,2,0.002819,9.25,Low,Yelahanka,No Junction,"2nd Main Road, Venkatachala Layout, Palanahalli, Bengaluru, Karnataka. Pin-560064 (India)",5,5,0,1,11,4,1,4,5,1,0.5807423654329997,10,midday,Wednesday,0.4167,8,3,1,0,0,0,-0.7143,0
