zone_id,zone_name,top_police_station,top_junction,top_location,predicted_next_day_violations,predicted_risk_score,predicted_risk_band,recommended_action,manpower_estimate,time_window_to_watch
ZONE_144,Road Number 1 / Electronic City Zone,Electronic City,No Junction,"Road Number 1, Salarpuria Infozone, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_225,Varthur Main Road / Whitefield Zone,Whitefield,No Junction,"Varthur Main Road, Prestige Raintree Park, Sorahunise, Bengaluru, Karnataka. Pin-560087 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_226,Kengeri Main Road / Kengeri Zone,Kengeri,No Junction,"Kengeri Main Road, Kengeri Satellite Town, Bengaluru, Karnataka. Pin-560060 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_227,Bikasipura Main Road / K.S. Layout Zone,K.S. Layout,No Junction,"Bikasipura Main Road, LMC Industrial Layout, Konanakunte, Bengaluru, Karnataka. Pin-560062 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_228,Andhrahalli Main Road / Kamakshipalya Zone,Kamakshipalya,No Junction,"Andhrahalli Main Road, Soundarya Layout, Andhrahalli, Bengaluru, Karnataka. Pin-560091 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_229,Hesarghatta Road / Yelahanka Zone,Yelahanka,No Junction,"Hesarghatta Road, Mohammad Sab Palya Circle, Vidyaranyapura, Bengaluru, Karnataka. Pin-560097 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_231,MBT Road / K.R. Pura Zone,K.R. Pura,No Junction,"MBT Road, Kodandaram, Medahalli, Bengaluru, Karnataka. Pin-560049 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_232,Hosur Road / Electronic City Zone,Electronic City,No Junction,"Hosur Road, Columbia Aaltius, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_233,Global City Tech Park Road / Kengeri Zone,Kengeri,No Junction,"Global City Tech Park Road, Mylasandra Village, Mylasandara, Bengaluru, Karnataka. Pin-560059 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_234,Pampa Mahakavi Road / National College Zone,V.V.Puram (C.Pet),BTP107 - National College Junction,"Pampa Mahakavi Road, Vanivilas Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_235,BTS Main Road / Siddapura Zone,Wilson Garden,BTP122 - Siddapura Junction,"BTS Bus Depot Road, PWD Quarters, NGO Colony, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_236,Bannerghatta Main Road / Gorappanapalya Zone,Mico Layout,BTP128 - Gorappanapalya Junction,"Guruppan Palya Main Road, Gurappanapalya Junction, BTM Layout Stage 1, Bengaluru, Karnataka. Pin-560029 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_237,Mumbai Bengaluru Highway / No Police Station Zone,No Police Station,No Junction,"Mumbai Bengaluru Highway, Bynapalya, Madanaiyakanahalli, Bengaluru, Karnataka. Pin-562162 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_238,Mumbai Bengaluru Highway / Yeshwanthpura Zone,Yeshwanthpura,No Junction,"Mumbai Bengaluru Highway, Vaishnavi Sapphire, Yeshwanthpur Industrial Area Phase 1, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_240,Basavanapura Road / K.R. Pura Zone,K.R. Pura,No Junction,"Basavanapura Road, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_241,Varthur Main Road / No Police Station Zone,No Police Station,No Junction,"Varthur Main Road, Dommansandra Circle, Dommasandra Anekal Taluka, Bengaluru, Karnataka. Pin-562125 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_242,Jalahalli Main Road / Jalahalli Zone,Jalahalli,No Junction,"Jalahalli Main Road, Sri Veera Madakari Nayaka Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_243,Doddaballapur Main Road / Yelahanka Zone,Yelahanka,No Junction,"Doddaballapur Main Road, Nagarjuna Meadows, Anantapura, Bengaluru, Karnataka. Pin-560064 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_244,MBT Road / K.R. Pura Zone,K.R. Pura,No Junction,"MBT Road, Zero Tolerance Junction, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_245,Whitefield Main Road / Whitefield Zone,Whitefield,No Junction,"Whitefield Main Road, Carmel Heights, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_247,ORC Road / Lower Agram Road Zone,Ashok Nagar,BTP142 - Lower Agram Road Junction,"ORC Road, Karnataka Police Quarters, Victoria Layout, Bengaluru, Karnataka. Pin-560047 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_249,Shankara Nagar Main Road / Rajajinagar Zone,Rajajinagar,No Junction,"Shankara Nagar Main Road, Railway House BDG Society, Shankar Nagar, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_250,1st A Main Road / Yelahanka Zone,Yelahanka,No Junction,"1st A Main Road, Sector B, Yelahanka New Town, Bengaluru, Karnataka. Pin-560064 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_251,10th Cross Road / Jayanagara Zone,Jayanagara,No Junction,"10th Cross Road, LIC Colony Junction, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_252,1st Main Road / Peenya Zone,Peenya,No Junction,"1st Main Road, Dynamtic Circle, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_253,Kengeri Magadi Road / Kengeri Zone,Kengeri,No Junction,"Kengeri Magadi Road, Police Quarters, Stage 1, Kengeri Satellite Town, Bengaluru, Karnataka. Pin-560060 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_254,MBT Road / K.G. Halli Zone,K.G. Halli,No Junction,"MBT Road, Govind Pura, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_255,JJR Main Road / Sirsi Circle Zone,Magadi Road,BTP091 - Sirsi Circle,"JJR Main Road, Tippu Chowk, JJR Nagar North, Bengaluru, Karnataka. Pin-560018 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_256,Padmasri CK Venkata Ramaiah Road / Sadashivanagar Zone,Sadashivanagar,No Junction,"Padmasri CK Venkata Ramaiah Road, Block 3, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_257,RV Road / RV Teachers College Zone,Basavanagudi,BTP185 - RV Teachers College,"RV Road, Teachers College Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_258,Old Airport Road / Jeevanbheemanagar Zone,Jeevanbheemanagar,No Junction,"Old Airport Road, SNS Arcade, Konena Agrahara, Bengaluru, Karnataka. Pin-560017 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_259,HMT Main Road / Yeshwanthpura Zone,Yeshwanthpura,No Junction,"HMT Main Road, Devanarapalya, Yeshwanthpur, Bengaluru, Karnataka. Pin-560054 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_260,Whitefield Main Road / Mahadevapura Zone,Mahadevapura,No Junction,"Whitefield Main Road, Pioneer Moonstone, Seegehalli, Bengaluru, Karnataka. Pin-560067 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_261,Siddavanahalli Krishna Sharma Road / Malleshwaram Zone,Malleshwaram,No Junction,"Siddavanahalli Krishna Sharma Road, Sri Maramma Temple Circle, Indian Institute of Science, Bengaluru, Karnataka. Pin-560012 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_262,Hosur Road / Electronic City Zone,Electronic City,No Junction,"Hosur Road, Bangaranna Khanavali, Bommasandra, Bengaluru, Karnataka. Pin-560099 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_263,Konanakunte Main Road / K.S. Layout Zone,K.S. Layout,No Junction,"Konanakunte Main Road, Narasamma Layout, Konanakunte, Bengaluru, Karnataka. Pin-560062 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_264,Whitefield Main Road / Mahadevapura Zone,Mahadevapura,No Junction,"Chikka Banahalli Road, Alpine Viva, Belathur, Bengaluru, Karnataka. Pin-560067 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_265,Mumbai Bengaluru Highway / No Police Station Zone,No Police Station,No Junction,"Mumbai Bengaluru Highway, Nadaprabhu Kempegowda Circle, Madanaiyakanahalli, Bengaluru, Karnataka. Pin-562162 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_266,Tannery Road / K.G. Halli Zone,K.G. Halli,No Junction,"Tannery Road, AK Colony, Devarajeevana Halli, Bengaluru, Karnataka. Pin-560045 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_267,Harris Road / R.T. Nagar Zone,R.T. Nagar,No Junction,"Harris Road, Byadarahalli, Benson Town, Bengaluru, Karnataka. Pin-560046 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_268,Nandanavana G Street / Halasur Zone,Halasur,No Junction,"Nandanavana G Street, Doddaiah Layout, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_269,8th Main Road / K.G. Halli Zone,K.G. Halli,No Junction,"8th Main Road, CMR Garden, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_270,4th Main Road / Kodigehalli Zone,Kodigehalli,No Junction,"4th Main Road, Sri Ammembal Subbarao Pai Nagara, Sahakara Nagar, Bengaluru, Karnataka. Pin-560097 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_271,5th Main Road / R.T. Nagar Zone,R.T. Nagar,No Junction,"5th Main Road, Pillappa Block, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_272,Outer Ring Road / Mahadevapura Zone,Mahadevapura,No Junction,"Outer Ring Road, Durga Petals, Doddanekundi, Bengaluru, Karnataka. Pin-560037 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_123,Mumbai Bengaluru Highway / Peenya Zone,Peenya,No Junction,"Mumbai Bengaluru Highway, Sobha Garrison, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_273,5th Main Road / Kodigehalli Zone,Kodigehalli,No Junction,"5th Main Road, Devasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560054 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_274,Yelahanka Road / Yelahanka Zone,Yelahanka,No Junction,"Yelahanka Road, Sai Ram Layout, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_276,Ejipura Main Road / Ashok Nagar Zone,Ashok Nagar,No Junction,"Ejipura Main Road, Gowda Muniswamy Garden, Ejipura, Bengaluru, Karnataka. Pin-560047 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_277,HMT Main Road / Jalahalli Zone,Jalahalli,No Junction,"HMT Main Road, Muni Venkatappa Block, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_278,Vidyaranyapura Main Road / Yelahanka Zone,Yelahanka,No Junction,"Vidyaranyapura Main Road, Block 4, HMT Layout, Vidyaranyapura, Bengaluru, Karnataka. Pin-560097 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_280,Kasturba Road / Siddalingaiah Circle Zone,Cubbon Park,BTP063 - Siddalingaiah Circle,"Kasturba Road, Casa Lavelle, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_281,HAL Airport Road / HAL Old Airport Zone,HAL Old Airport,No Junction,"HAL Airport Road, Doddanekundi Circle, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_282,Sri Kumaraswamy Temple Road / Banashankari Zone,Banashankari,No Junction,"Sri Kumaraswamy Temple Road, Muneshwara Block, Banashankari Stage 1, Bengaluru, Karnataka. Pin-560026 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_283,4th Main Road / Banaswadi Zone,Banaswadi,No Junction,"4th Main Road, High Court Staff Quarters Complex, Benaiganahalli, Bengaluru, Karnataka. Pin-560038 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_284,1st Main Road / Whitefield Zone,Whitefield,No Junction,"1st Main Road, Happy Valley, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_286,Kaggadaspura Main Road / Banaswadi Zone,Banaswadi,No Junction,"Kaggadaspura Main Road, Jagadaapura, Kaggadasapura, Bengaluru, Karnataka. Pin-560093 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_287,100 Feet Road / Yeshwanthpura Zone,Yeshwanthpura,No Junction,"100 Feet Road, Kanteerava Studio Circle, Bengaluru, Karnataka. Pin-560096 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_288,Chunchaghatta Main Road / Thalagattapura Zone,Thalagattapura,No Junction,"Chunchaghatta Main Road, Kuvempu Circle, Konanakunte, Bengaluru, Karnataka. Pin-560062 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_289,Anjanapura Main Road / Thalagattapura Zone,Thalagattapura,No Junction,"Anjanapura Main Road, Nadaprabhu Kempegowda Circle, Raghuvanahalli, Bengaluru, Karnataka. Pin-560062 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_290,"40th Cross Road / 40th Cross, 4th Main, Jayanagar Zone",Jayanagara,"BTP191 - 40th Cross, 4th Main, Jayanagar","40th Cross Road, Block 5, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_291,"10th Cross Road / KR Road Junction, Near JSS Zone",Banashankari,"BTP114 - KR Road Junction, Near JSS","10th Cross Road, Jagathguru Shri Sivaratripura Circle, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_292,Sri Sri Sri Tiruchi Mahaswamiji Road / Kengeri Zone,Kengeri,No Junction,"Sri Sri Sri Tiruchi Mahaswamiji Road, Subhash Chandrabose Nagar, BEML Layout Stage 5, Rajarajeshwari Nagar, Bengaluru, Karnataka. Pin-560098 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_293,80 Feet Road / Hennuru Zone,Hennuru,No Junction,"80 Feet Road, Shirdi Sai Rathan Layout, Hegde Nagar, Bengaluru, Karnataka. Pin-560077 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_294,Dr Ambedkar Medical College Road / K.G. Halli Zone,K.G. Halli,No Junction,"Dr Ambedkar Medical College Road, Sowkar Nagar, Kadugondanahalli, Bengaluru, Karnataka. Pin-560045 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_295,Sri Annapoorneshwari Temple Road / Jnanabharathi Zone,Jnanabharathi,No Junction,"Sri Annapoorneshwari Temple Road, Nagarbhavi BDA Shopping Complex, Block 3, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_296,5th Main Road / Sheshadripuram Zone,Sheshadripuram,No Junction,"5th Main Road, Platform Road Junction, Sevashrama, Bengaluru, Karnataka. Pin-560023 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_297,Yemalur Road / HAL Old Airport Zone,HAL Old Airport,No Junction,"Yemalur Road, Divyasree Technopolis, 77 Town Centre, Yemlur, Bengaluru, Karnataka. Pin-560037 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_298,Kempegowda International Airport Road / Devanahalli Airport Zone,Devanahalli Airport,No Junction,"Kempegowda International Airport Road, Yerthiganahalli, Bengaluru, Karnataka. Pin-562157 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_299,Wind Tunnel Road / Jeevanbheemanagar Zone,Jeevanbheemanagar,No Junction,"Wind Tunnel Road, Rifco Santhosh Apartment, Cauvery Nagar, Murugeshpalya, Bengaluru, Karnataka. Pin-560017 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_300,Hewlett Packard Avenue / Electronic City Zone,Electronic City,No Junction,"Hewlett Packard Avenue, Nanjuda Reddy Layout, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_301,Gear School Road / Bellandur Zone,Bellandur,No Junction,"Gear School Road, AET Junction, Doddakannelli, Bengaluru, Karnataka. Pin-560035 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_303,Watch Factory Road / Jalahalli Zone,Jalahalli,No Junction,"Watch Factory Road, Brigade Rubix, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_305,Hosur Road / Anepalya Zone,Adugodi,BTP132 - Anepalya Junction,"Hosur Road, Pothlappa Garden, Adugodi, Bengaluru, Karnataka. Pin-560030 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_306,Bengaluru Bellary Road / Chikkajala Zone,Chikkajala,No Junction,"Bengaluru Bellary Road, Vidyanagar Junction, Chikkajala, Bengaluru, Karnataka. Pin-562157 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_307,Airport City Avenue / Devanahalli Airport Zone,Devanahalli Airport,No Junction,"Airport City Avenue, Arisinakunte, Bengaluru, Karnataka. Pin-560300 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_308,Magadi Main Road / Kamakshipalya Zone,Kamakshipalya,No Junction,"Magadi Main Road, Gaddekhani, Anjana Nagar, Herohalli, Bengaluru, Karnataka. Pin-560091 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_309,"Dr Rajkumar Puniya Bhoomi Road / 15th Cross, 33rd Main, JP Nagar Zone",J.P. Nagar,"BTP200 - 15th Cross, 33rd Main, JP Nagar","Dr Rajkumar Puniya Bhoomi Road, Learning to Fly, JP Nagar Phase 6, Bengaluru, Karnataka. Pin-560078 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_310,"1st Cross Road / Blood Bank Circle, KH Road Zone",Halasuru Gate,"BTP101 - Blood Bank Circle, KH Road","1st Cross Road, Srinivasa Colony, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_311,Yelahanka Road / Yelahanka Zone,Yelahanka,No Junction,"Yelahanka Road, Mandalkunte Village, Bengaluru, Karnataka. Pin-560064 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_312,Bannerghatta Main Road / Mico Bande Zone,Adugodi,BTP134 - Mico Bande,"Bannerghatta Main Road, Mythreyi Naimisha, Adugodi, Bengaluru, Karnataka. Pin-560030 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_313,Bengaluru Bellary Road / Chikkajala Zone,Chikkajala,No Junction,"Bengaluru Bellary Road, Hunasamaranahalli, Bengaluru, Karnataka. Pin-562157 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_314,"Patalamma Gudi Road / 9th Cross, 4th Main, Jayanagar Zone",Basavanagudi,"BTP186 - 9th Cross, 4th Main, Jayanagar","Patalamma Gudi Road, Krest Park Apartment, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_316,Mahadevapura Flyover / Mahadevapura Zone,Mahadevapura,No Junction,"Mahadevapura Flyover, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_317,G Narayana Kumar Road / Vijayanagara Zone,Vijayanagara,No Junction,"G Narayana Kumar Road, KHB Colony, Vijaya Nagar, Bengaluru, Karnataka. Pin-560079 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_318,2nd Main Road / Electronic City Zone,Electronic City,No Junction,"2nd Main Road, Old Prabhu Layout, Kudlu, Bengaluru, Karnataka. Pin-560068 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_319,Rajgopal Nagar Main Road / Peenya Zone,Peenya,No Junction,"Rajgopal Nagar Main Road, SBM Circle, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_320,"13th Cross Road / KR Road Junction, Near JSS Zone",Banashankari,"BTP114 - KR Road Junction, Near JSS","13th Cross Road, Jagathguru Shri Sivaratripura Circle, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_321,12th Main Road / Hulimavu Zone,Hulimavu,No Junction,"12th Main Road, Wellington Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_322,Ittamadu Road / Banashankari Zone,Banashankari,No Junction,"Ittamadu Road, Thimmaraya Gowda Layout, Ittamadu, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_323,Neelasandra Road / Ashok Nagar Zone,Ashok Nagar,No Junction,"Neelasandra Road, Samastha Nagar, Koramangala, Bengaluru, Karnataka. Pin-560047 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_324,5th Main Road / Sheshadripuram Zone,Sheshadripuram,No Junction,"5th Main Road, Sunrise Circle, Srirampuram, Bengaluru, Karnataka. Pin-560021 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_325,Sri Mahasharana Madivala Machideva Flyover / Madiwala Traffic PS Zone,Madiwala,BTP137 - Madiwala Traffic PS Junction,"Silk Board Double Decker Flyover, Silk Board Junction, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
