zone_id,zone_name,latitude,longitude,total_violations,parking_related_violations,hotspot_score,hotspot_band,top_police_station,top_location,dominant_time_bucket,dominant_hour,peak_share
ZONE_313,Bengaluru Bellary Road / Chikkajala Zone,13.140325534999999,77.61773452392856,28,33,16.23,Medium,Chikkajala,"Bengaluru Bellary Road, Hunasamaranahalli, Bengaluru, Karnataka. Pin-562157 (India)",night,0,0.1786
ZONE_340,Konanakunte Main Road / Thalagattapura Zone,12.866457773913044,77.53491058695653,23,30,16.22,Low,Thalagattapura,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",night,11,0.2174
ZONE_306,Bengaluru Bellary Road / Chikkajala Zone,13.161279831034484,77.62652933448274,29,39,16.2,Low,Chikkajala,"Bengaluru Bellary Road, Vidyanagar Junction, Chikkajala, Bengaluru, Karnataka. Pin-562157 (India)",midday,2,0.2069
ZONE_360,Sha Shi Marulayya Road / Attiguppe Circle Zone,12.961627547619049,77.53372883809524,21,21,16.17,Low,Vijayanagara,"Sha Shi Marulayya Road, Attiguppe Circle, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",midday,6,0.5714
ZONE_357,Suranjan Das Road / Jeevanbheemanagar Zone,12.986590257070453,77.64806567218797,21,36,16.1,Low,Jeevanbheemanagar,"Suranjan Das Road, Byappanahalli Junction, Baiyappanahalli, Bengaluru, Karnataka. Pin-560038 (India)",midday,13,0.381
ZONE_329,Dr Rajkumar Puniya Bhoomi Road / Rajajinagar Zone,13.011719880000001,77.52891106,25,37,16.0,Low,Rajajinagar,"Dr Rajkumar Puniya Bhoomi Road, Kempamma Layout, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",night,4,0.12
ZONE_330,Haralur Road / Bellandur Zone,12.913819388,77.66657518400001,25,25,15.94,Low,Bellandur,"Haralur Road, Alaya Villament, Ambalipura, Bengaluru, Karnataka. Pin-560102 (India)",morning_peak,7,0.52
ZONE_326,1st Cross Road / Adugodi Zone,12.933692319230769,77.61969661153846,26,26,15.91,Low,Adugodi,"1st Cross Road, Block 5, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",midday,1,0.2692
ZONE_345,1st Main Road / Kodigehalli Zone,13.04366111818182,77.57057345000001,22,23,15.89,Low,Kodigehalli,"1st Main Road, Pebble Bay Apartment, Dollars Colony, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",night,3,0.2273
ZONE_322,Ittamadu Road / Banashankari Zone,12.919249851931097,77.54212892901704,27,45,15.85,Low,Banashankari,"Ittamadu Road, Thimmaraya Gowda Layout, Ittamadu, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",midday,12,0.037
ZONE_341,Kengeri Main Road / Jnanabharathi Zone,12.944951445454542,77.49529675000002,22,31,15.65,Low,Jnanabharathi,"Kengeri Main Road, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)",night,4,0.2727
ZONE_339,Tilak Nagar Main Road / Jayanagara Zone,12.928565595652175,77.59155550434782,23,23,15.6,Low,Jayanagara,"Tilak Nagar Main Road, Corporation Layout, Tilak Nagar, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",midday,12,0.2174
ZONE_392,Vinoba Nagar Main Road / K.G. Halli Zone,13.019601983333333,77.61887031666666,18,22,15.52,Low,K.G. Halli,"2nd Main Road, Vinoba Nagar, Kadugondanahalli, Bengaluru, Karnataka. Pin-560045 (India)",midday,10,0.6667
ZONE_308,Magadi Main Road / Kamakshipalya Zone,12.985986092857141,77.48764547857142,28,30,15.51,Low,Kamakshipalya,"Magadi Main Road, Gaddekhani, Anjana Nagar, Herohalli, Bengaluru, Karnataka. Pin-560091 (India)",midday,11,0.1429
ZONE_401,ITPL Main Road / Mahadevapura Zone,12.980342477777777,77.72729565555555,18,18,15.38,Low,Mahadevapura,"ITPL Main Road, SJR I Park, EPIP Zone, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",morning_peak,7,0.9444
ZONE_337,Old Madras Road / Halasur Zone,12.981942239130433,77.62411184782609,23,23,15.37,Low,Halasur,"Old Madras Road, RMZ Millenia, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",midday,12,0.3043
ZONE_390,Telecom Layout Road / Chikkajala Zone,13.160774227777777,77.59561080555555,18,32,15.2,Low,Chikkajala,"Telecom Layout Road, Phase 2A, After The Rain, Bettahalasur, Bengaluru, Karnataka. Pin-562157 (India)",midday,11,0.4444
ZONE_418,Mysore Road / Kengeri Zone,12.92522164117647,77.49879471176472,17,43,15.19,Low,Kengeri,"Mysore Road, BDA Layout, Dubasipalya, Bengaluru, Karnataka. Pin-560059 (India)",morning_peak,8,0.4706
ZONE_377,Bangalore University Road / Jnanabharathi Zone,12.935749621052631,77.51271188421053,19,30,15.16,Low,Jnanabharathi,"Bangalore University Road, Navami Landmark, Bangalore University, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)",midday,10,0.5789
ZONE_378,Varthur Main Road / Whitefield Zone,12.921103405263157,77.73637175789473,19,26,15.16,Low,Whitefield,"Varthur Main Road, Sapthagiri Nirvana, Gunjur, Bengaluru, Karnataka. Pin-560087 (India)",morning_peak,6,0.5263
ZONE_285,Bagalur Road / Pulikeshinagar(F.Town) Zone,13.0059965875,77.620648321875,32,51,15.06,Low,Pulikeshinagar(F.Town),"Bagalur Road, New Bagalur Layout, Lingarajapuram, Bengaluru, Karnataka. Pin-560084 (India)",late_evening,23,0.0
ZONE_374,Sarjapura Main Road / No Police Station Zone,12.887470221052633,77.73848478421053,19,56,15.04,Low,No Police Station,"Sarjapura Main Road, Muthanallur Cross, Dommasandra Anekal Taluka, Bengaluru, Karnataka. Pin-562125 (India)",night,5,0.3684
ZONE_369,Cline Road / Pulikeshinagar(F.Town) Zone,13.00059401,77.621780065,20,20,14.98,Low,Pulikeshinagar(F.Town),"Cline Road, Cooke Town, Bengaluru, Karnataka. Pin-560005 (India)",morning_peak,8,0.65
ZONE_391,Sri Mahasharana Madivala Machideva Flyover / Mico Layout Zone,12.915667033333332,77.62334565,18,19,14.96,Low,Mico Layout,"Sri Mahasharana Madivala Machideva Flyover, Silk Board Junction, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",midday,3,0.3889
ZONE_269,8th Main Road / K.G. Halli Zone,13.032940334210526,77.62733595526315,38,39,14.94,Low,K.G. Halli,"8th Main Road, CMR Garden, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",night,2,0.0
ZONE_317,G Narayana Kumar Road / Vijayanagara Zone,12.98096509170699,77.53589507956922,28,28,14.91,Low,Vijayanagara,"G Narayana Kumar Road, KHB Colony, Vijaya Nagar, Bengaluru, Karnataka. Pin-560079 (India)",night,4,0.0714
ZONE_371,6th Cross Road / R.T. Nagar Zone,13.0264462,77.58887654210528,19,19,14.81,Low,R.T. Nagar,"6th Cross Road, Vishveshwarya Nagar, Hebbal, Bengaluru, Karnataka. Pin-560032 (India)",morning_peak,6,0.9474
ZONE_352,Nandini Layout Club Road / Rajajinagar Zone,13.010627614285713,77.53598062857142,21,25,14.79,Low,Rajajinagar,"Nandini Layout Club Road, APMC Government Quarters, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",midday,11,0.3333
ZONE_342,Millers Road / R.T. Nagar Zone,12.995307536363635,77.60242233181818,22,27,14.71,Low,R.T. Nagar,"Millers Road, Aalco Layout, Benson Town, Bengaluru, Karnataka. Pin-560046 (India)",morning_peak,4,0.4545
ZONE_367,Outer Ring Road / Madiwala Zone,12.916988759999999,77.62911955999999,20,25,14.71,Low,Madiwala,"Outer Ring Road, Ozone Chamber, HSR Layout, Bengaluru, Karnataka. Pin-560034 (India)",midday,13,0.25
ZONE_347,Crescent Road / Shivananda Circle Zone,12.987417077272726,77.58258061363637,22,27,14.65,Low,High ground,"Crescent Road, Sri Katan Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560001 (India)",midday,11,0.4091
ZONE_402,6th Main Road / Yeshwanthpura Zone,13.034212962962961,77.53025489444445,18,25,14.65,Low,Yeshwanthpura,"6th Main Road, BDA Industrial Suburb, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",night,2,0.2222
ZONE_355,11th Main Road / Malleshwaram Zone,13.004757976190474,77.56238754761904,21,21,14.63,Low,Malleshwaram,"11th Main Road, MT Layout, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",morning_peak,6,1.0
ZONE_348,Bangalore Bellary Road / Devanahalli Airport Zone,13.248408386363634,77.71558661363636,22,26,14.53,Low,Devanahalli Airport,"Bangalore Bellary Road, Puttappana Gudi Bidi, Devanahalli, Karnataka. Pin-562110 (India)",night,5,0.1364
ZONE_351,80 Feet Road / K.G. Halli Zone,13.025885047619047,77.6278523142857,21,31,14.53,Low,K.G. Halli,"80 Feet Road, Brindavan Nagar, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",midday,11,0.0476
ZONE_353,Old Madras Road / Banaswadi Zone,12.991156693720097,77.65706668261569,21,36,14.42,Low,Banaswadi,"Old Madras Road, Big Bazaar Junction, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",night,4,0.1905
ZONE_332,5th Main Road / HSR Layout Zone,12.909673579294639,77.63248928922431,25,25,14.23,Low,HSR Layout,"5th Main Road, Sector 7, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",night,2,0.16
ZONE_398,Dr TCM Royan Road / Shanthala Zone,12.973262383333335,77.56948388333335,18,18,14.22,Low,Chamarajpet,"Dr TCM Royan Road, Cottonpet Circle, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",night,2,0.3889
ZONE_450,Padmasri CK Venkata Ramaiah Road / Sadashivanagar Zone,13.032488878571428,77.56966072857144,14,25,14.21,Low,Sadashivanagar,"Padmasri CK Venkata Ramaiah Road, ITI Layout, AGS Layout, MSR Nagar, Bengaluru, Karnataka. Pin-560054 (India)",morning_peak,9,0.8571
ZONE_411,27th Cross Road / HSR Layout Zone,12.90012933529412,77.64707125882353,17,17,14.19,Low,HSR Layout,"27th Cross Road, RR Residency, Hosapalya, HSR Layout, Bengaluru, Karnataka. Pin-560068 (India)",midday,10,1.0
ZONE_395,Old Madras Road / Banaswadi Zone,12.985758397750589,77.6449804322293,18,25,14.12,Low,Banaswadi,"Old Madras Road, Aveda Meta, Binnamangala, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",night,2,0.3333
ZONE_387,BTS Main Road / Shanti Nagar TTMC Zone,12.95273413888889,77.59554006666667,18,18,14.08,Low,Wilson Garden,"BTS Main Road, NGO Colony, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",midday,11,0.4444
ZONE_291,"10th Cross Road / KR Road Junction, Near JSS Zone",12.92477890522303,77.57518810218349,32,32,14.03,Low,Banashankari,"10th Cross Road, Jagathguru Shri Sivaratripura Circle, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",midday,11,0.0625
ZONE_384,Cargo Road / Devanahalli Airport Zone,13.199578273684212,77.7026508631579,19,19,13.96,Low,Devanahalli Airport,"Cargo Road, Arisinakunte, Bengaluru, Karnataka. Pin-560300 (India)",midday,10,0.5263
ZONE_405,Whitefield Road / Mahadevapura Zone,12.991789617647058,77.72026574705883,17,17,13.87,Low,Mahadevapura,"Whitefield Road, MD Pura, Bengaluru, Karnataka. Pin-560048 (India)",midday,11,0.4118
ZONE_358,MBT Road / K.R. Pura Zone,13.017360095238095,77.70461603809524,21,21,13.83,Low,K.R. Pura,"MBT Road, Vinayaka Layout, Battarahalli, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",midday,13,0.1429
ZONE_413,2nd Main Road / Jeevanbheemanagar Zone,12.982202635294117,77.63817097058823,17,29,13.81,Low,Jeevanbheemanagar,"2nd Main Road, BDA Complex, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",night,2,0.2941
ZONE_382,Bellary Road / Yelahanka Zone,13.094922742105263,77.59735667368422,19,25,13.74,Low,Yelahanka,"Bellary Road, Concorde Mayfair, KHB Colony, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",midday,8,0.4737
ZONE_376,1st Main Road / Magadi Road Zone,12.968761094736841,77.5592986368421,19,23,13.7,Low,Magadi Road,"1st Main Road, New Binny Layout, Binnypete, Bengaluru, Karnataka. Pin-560023 (India)",night,2,0.2632
ZONE_361,Horamavu Main Road / Hennuru Zone,13.028918452380955,77.66400555714284,21,22,13.65,Low,Hennuru,"Horamavu Main Road, Jayanthi Nagar Circle, Horamavu, Bengaluru, Karnataka. Pin-560113 (India)",midday,11,0.1429
ZONE_417,MBT Road / Hennuru Zone,13.040924029411764,77.61742901176471,17,17,13.64,Low,Hennuru,"MBT Road, Hanging Gardens, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",morning_peak,5,0.4706
ZONE_389,Lakshmipura Main Road / Basavanagudi Zone,12.948161616666667,77.55920059444445,18,21,13.63,Low,Basavanagudi,"Lakshmipura Main Road, Bhawani Nagar, Gavipuram, Bengaluru, Karnataka. Pin-560004 (India)",morning_peak,8,0.5
ZONE_375,Someshwarapura Main Road / Halasur Zone,12.969919457894736,77.63112534736841,19,20,13.6,Low,Halasur,"Someshwarapura Main Road, Cambridge Layout, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",night,5,0.3158
ZONE_421,Whitefield Road / Mahadevapura Zone,13.000091600000001,77.68218756249999,16,21,13.54,Low,Mahadevapura,"Whitefield Road, BSNL CACT Building, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",night,2,0.4375
ZONE_372,VP Deenadayalu Naidu Road / R.T. Nagar Zone,13.000521421052632,77.59964471578948,19,19,13.53,Low,R.T. Nagar,"VP Deenadayalu Naidu Road, Ramaswamipalya, Benson Town, Bengaluru, Karnataka. Pin-560046 (India)",night,1,0.3158
ZONE_321,12th Main Road / Hulimavu Zone,12.880582898304507,77.64122638757675,27,27,13.49,Low,Hulimavu,"12th Main Road, Wellington Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",night,2,0.0
ZONE_346,JC Nagar Main Road / R.T. Nagar Zone,13.010857690909091,77.59516163181819,22,22,13.48,Low,R.T. Nagar,"JC Nagar Main Road, Hankappa Block, JC Nagar, Bengaluru, Karnataka. Pin-560006 (India)",midday,11,0.2727
ZONE_454,Dr Rajkumar Puniya Bhoomi Road / Banashankari Zone,12.917855771428574,77.56445818571429,14,14,13.47,Low,Banashankari,"Dr Rajkumar Puniya Bhoomi Road, ACS Meghana Shalini, Kadarenahalli, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560070 (India)",midday,10,1.0
ZONE_397,Adi Kabir Ashram Main Road / R.T. Nagar Zone,13.022774022222219,77.60082327222221,18,19,13.45,Low,R.T. Nagar,"Adi Kabir Ashram Main Road, Mariappa Garden, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India)",morning_peak,6,0.6667
ZONE_302,"31st Main Road / 29th Main Road, BTM Layout Zone",12.915108531034484,77.6158164551724,29,29,13.45,Low,Mico Layout,"31st Main Road, Someshwara Colony, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",night,3,0.0
ZONE_409,Kaggadaspura Main Road / Banaswadi Zone,12.98782895882353,77.66380619411765,17,17,13.44,Low,Banaswadi,"Kaggadaspura Main Road, Government Quarters, Vishwa Vihar, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",morning_peak,5,0.7059
ZONE_385,Mallathahalli Road / Jnanabharathi Zone,12.960430857894735,77.50503992105263,19,23,13.4,Low,Jnanabharathi,"Mallathahalli Road, Kengunte Circle, Bengaluru, Karnataka. Pin-560056 (India)",night,4,0.2632
ZONE_383,16th Main Road / Mico Layout Zone,12.910487189473685,77.61003476842106,19,19,13.39,Low,Mico Layout,"16th Main Road, Sunshine Colony, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",midday,11,0.2105
ZONE_430,7th Cross Road / Madiwala Zone,12.9218243375,77.63872305625,16,16,13.36,Low,Madiwala,"7th Cross Road, Bildens Swarganga, Jakkasandra, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",morning_peak,7,0.75
ZONE_388,Thanisandra Main Road / Hennuru Zone,13.084617766666666,77.63479873888889,18,23,13.35,Low,Hennuru,"Thanisandra Main Road, Venkatadri Estates, Thirumenahalli North Taluka, Bengaluru, Karnataka. Pin-560064 (India)",midday,11,0.1667
ZONE_318,2nd Main Road / Electronic City Zone,12.88717294029034,77.64959829338184,27,27,13.34,Low,Electronic City,"2nd Main Road, Old Prabhu Layout, Kudlu, Bengaluru, Karnataka. Pin-560068 (India)",midday,11,0.0
ZONE_399,Chord Road / Gali Anjaneya Temple Zone,12.95218158888889,77.53693597777777,18,24,13.31,Low,Byatarayanapura,"Chord Road, Bhel Circle, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560026 (India)",night,5,0.2778
ZONE_420,J Lingaiah Road / Sheshadripuram Zone,12.99383611875,77.57733779375,16,16,13.28,Low,Sheshadripuram,"J Lingaiah Road, Renaissance Crags, Chakrawarti Iyengar Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",night,4,0.375
ZONE_304,"Shantaveri Gopalagowda Road / Toll Gate, Mysore Road Zone",12.960981613793104,77.55092596896552,29,29,13.22,Low,Magadi Road,"Shantaveri Gopalagowda Road, Old Guddadahalli, Bengaluru, Karnataka. Pin-560026 (India)",night,4,0.0
ZONE_491,HAL Airport Road / Whitefield Zone,12.9569816,77.73962696666666,12,23,13.2,Low,Whitefield,"HAL Airport Road, DNR Atmosphere, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",morning_peak,0,0.6667
ZONE_408,Appurao Road / 5th Main Chamrajpet Zone,12.95493020588235,77.56602087647059,17,17,13.13,Low,Basavanagudi,"Appurao Road, Keshava Shilpa Circle, Kempegowda Nagar, Bengaluru, Karnataka. Pin-560004 (India)",night,2,0.2941
ZONE_449,Nagarabhavi Main Road / Byatarayanapura Zone,12.959760636929868,77.51588670078237,14,15,13.01,Low,Byatarayanapura,"Nagarabhavi Main Road, Block 1 Manasa Nagar, Nagarbhavi Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",morning_peak,6,0.7857
ZONE_368,Magadi Main Road / Kamakshipalya Zone,12.988599789999999,77.47274829,20,23,12.94,Low,Kamakshipalya,"Magadi Main Road, Dodda Gollarahatti, Bengaluru, Karnataka. Pin-560091 (India)",night,4,0.1
ZONE_393,Muthsandra Main Road / Whitefield Zone,12.943293333333331,77.74982465555554,18,19,12.87,Low,Whitefield,"Muthsandra Main Road, BCM Layout, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",midday,13,0.2222
ZONE_500,3rd Cross Road / Jeevanbheemanagar Zone,12.974704518181818,77.65450890909091,11,19,12.87,Low,Jeevanbheemanagar,"3rd Cross Road, Geethanjali Layout, HAL Stage 3, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",morning_peak,7,1.0
ZONE_349,Ejipura Main Road / Ashok Nagar Zone,12.939014085714286,77.63231342857142,21,21,12.87,Low,Ashok Nagar,"Ejipura Main Road, VGS Layout, Ejipura, Bengaluru, Karnataka. Pin-560047 (India)",night,2,0.0952
ZONE_292,Sri Sri Sri Tiruchi Mahaswamiji Road / Kengeri Zone,12.909757741935485,77.51337037741935,31,31,12.86,Low,Kengeri,"Sri Sri Sri Tiruchi Mahaswamiji Road, Subhash Chandrabose Nagar, BEML Layout Stage 5, Rajarajeshwari Nagar, Bengaluru, Karnataka. Pin-560098 (India)",midday,11,0.0
ZONE_403,Rustam Bagh Main Road / Jeevanbheemanagar Zone,12.956268588235295,77.64873038823531,17,17,12.78,Low,Jeevanbheemanagar,"Rustam Bagh Main Road, PR Layout, Rustam Bagh, Bengaluru, Karnataka. Pin-560017 (India)",morning_peak,9,0.5882
ZONE_437,KV Jairam Road / Hebbala Zone,13.072737586666669,77.60361157999999,15,25,12.66,Low,Hebbala,"KV Jairam Road, Kempegowda Circle, Jakkuru, Bengaluru, Karnataka. Pin-560064 (India)",midday,13,0.2
ZONE_404,Magadi Main Road / Kamakshipalya Zone,12.987433617647058,77.47532234117647,17,27,12.63,Low,Kamakshipalya,"Magadi Main Road, Dodda Gollarahatti, Bengaluru, Karnataka. Pin-560091 (India)",midday,11,0.1176
ZONE_423,Unnamed Road / Devanahalli Airport Zone,13.20196779375,77.67857262499999,16,17,12.56,Low,Devanahalli Airport,"Unnamed Road, Shreela Airview Enclave, Yerthiganahalli, Bengaluru, Karnataka. Pin-562157 (India)",midday,10,0.75
ZONE_412,FCI Main Road / Mahadevapura Zone,12.983478270588234,77.76814476470588,17,17,12.47,Low,Mahadevapura,"Channasandra Main Road, Thimma Reddy Colony, Channasandra, Bengaluru, Karnataka. Pin-560067 (India)",midday,13,0.2941
ZONE_415,Nagawara Main Road / K.G. Halli Zone,13.031535570588234,77.62152774117646,17,24,12.38,Low,K.G. Halli,"Nagawara Main Road, Sri Muthu Mariyamma Circle, Govindpura, Bengaluru, Karnataka. Pin-560045 (India)",night,3,0.3529
ZONE_364,6th Main Road / Jnanabharathi Zone,12.972552765,77.511908275,20,20,12.34,Low,Jnanabharathi,"6th Main Road, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",night,3,0.05
ZONE_442,80 Feet Road / K.G. Halli Zone,13.025772053333334,77.63052754666666,15,15,12.3,Low,K.G. Halli,"80 Feet Road, Siddappa Reddy Circle, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",night,4,0.2667
ZONE_373,Drive Thru Road / Chikkajala Zone,13.175530910526318,77.63548555263158,19,29,12.27,Low,Chikkajala,"Drive Thru Road, Chikkjala Junction, Chikkajala, Bengaluru, Karnataka. Pin-562157 (India)",midday,11,0.1579
ZONE_419,Shantaveri Gopalagowda Road / Bangalore Builders Zone,12.960212888235294,77.55421707058824,17,45,12.16,Low,Magadi Road,"Shantaveri Gopalagowda Road, Mominpura, Old Guddadahalli, Bengaluru, Karnataka. Pin-560026 (India)",night,3,0.1176
ZONE_381,G Narayana Kumar Road / Kamakshipalya Zone,12.98194569431403,77.5325035179946,19,20,12.13,Low,Kamakshipalya,"G Narayana Kumar Road, Asthagrama New Extension, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",night,5,0.1579
ZONE_481,Railway Station Road / Yeshwanthpura Zone,13.021978033333333,77.55323695,12,12,12.06,Low,Yeshwanthpura,"Railway Station Road, Dr Ambedkar Nagar, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",morning_peak,6,1.0
ZONE_379,Outer Ring Road / Jalahalli Zone,13.04362012105263,77.5536246894737,19,19,12.03,Low,Jalahalli,"Outer Ring Road, Sharadamba Nagar, Muthyala Nagar, Bengaluru, Karnataka. Pin-560054 (India)",midday,12,0.0526
ZONE_428,1st Main Road / Kodigehalli Zone,13.05888889375,77.58515855625001,16,18,12.03,Low,Kodigehalli,"1st Main Road, Arvind Orchards, Defence Colony, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",midday,11,0.4375
ZONE_350,TVS Cross Road / Peenya Zone,13.027910680952381,77.51815708095239,21,21,11.93,Low,Peenya,"TVS Cross Road, TVS Cross, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",midday,11,0.0952
ZONE_470,Sir CV Raman Road / Sadashivanagar Zone,13.014534307692308,77.57427111538462,13,14,11.87,Low,Sadashivanagar,"Sir CV Raman Road, Sadashivanagar Junction, Armane Nagar, Bengaluru, Karnataka. Pin-560094 (India)",morning_peak,7,0.7692
ZONE_429,"Dr Rajkumar Puniya Bhoomi Road / 15th Cross, 35th Main, JP Nagar Zone",12.906528826114165,77.57805564710493,16,27,11.85,Low,J.P. Nagar,"Dr Rajkumar Puniya Bhoomi Road, Sarakki Extension, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)",night,3,0.125
ZONE_362,Suranjan Das Road / Jeevanbheemanagar Zone,12.960106076190476,77.6661243904762,21,21,11.83,Low,Jeevanbheemanagar,"Suranjan Das Road, Officers Quarters, Airport Area, Bengaluru, Karnataka. Pin-560017 (India)",night,4,0.1429
ZONE_354,Hall Road / Pulikeshinagar(F.Town) Zone,13.004540699999998,77.61578466666667,21,23,11.77,Low,Pulikeshinagar(F.Town),"Hall Road, SBI Senior Officers Flats, Richards Town, Bengaluru, Karnataka. Pin-560005 (India)",midday,11,0.0952
ZONE_407,3rd Main Road / Delmia Circle Zone,12.906200970588236,77.59508839411764,17,17,11.71,Low,J.P. Nagar,"3rd Main Road, Delmia Circle, JP Nagar Phase 3, Bengaluru, Karnataka. Pin-560078 (India)",night,3,0.2941
ZONE_328,MN Krishnarao Road / Mahadevapura Zone,12.986702138461538,77.6901161576923,26,26,11.59,Low,Mahadevapura,"MN Krishnarao Road, Shivaganga Layout Phase 1, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",night,1,0.0
ZONE_424,Srinivagilu Main Road / Adugodi Zone,12.9456738125,77.61877959374999,16,16,11.56,Low,Adugodi,"Srinivagilu Main Road, Rajendra Nagar, Koramangala, Bengaluru, Karnataka. Pin-560047 (India)",night,4,0.25
ZONE_406,Mysore Road / Kengeri Zone,12.913915576470588,77.48673620588234,17,42,11.55,Low,Kengeri,"Mysore Road, Nathamkaiamcheri, Kengeri, Bengaluru, Karnataka. Pin-560059 (India)",night,11,0.0588
ZONE_444,2nd Cross Road / Electronic City Zone,12.840304592857146,77.66327308571428,14,14,11.5,Low,Electronic City,"2nd Cross Road, KSSIDC Complex, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",morning_peak,5,0.5
ZONE_331,13th Main Road / Hulimavu Zone,12.891936908,77.631976596,25,25,11.43,Low,Hulimavu,"13th Main Road, Nandishwara Layout, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)",midday,11,0.0
ZONE_535,100 Feet Road / Peenya Zone,13.027792777777778,77.52011555555555,9,32,11.42,Low,Peenya,"100 Feet Road, TVS Cross, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",morning_peak,8,1.0
ZONE_483,3rd Main Road / Peenya Zone,13.025163941666667,77.51112590555555,12,14,11.38,Low,Peenya,"3rd Main Road, Chakkasandra, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",morning_peak,7,0.5833
ZONE_471,Kodigehalli Road / Kodigehalli Zone,13.06553506153846,77.57082832307691,13,13,11.31,Low,Kodigehalli,"Kodigehalli Road, AVR Layout, Virupakshapura, Bengaluru, Karnataka. Pin-560097 (India)",morning_peak,9,0.6923
ZONE_465,30th Cross Road / Devegowda Petrol Bunk Zone,12.922382762945583,77.5608028312716,13,14,11.18,Low,Banashankari,"30th Cross Road, Kittur Rani Chennamma Circle, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",night,3,0.3846
ZONE_448,Sir M Vishveshwarya Circle / Jalahalli Zone,13.045564471428571,77.55659398571429,14,16,11.09,Low,Jalahalli,"Sir M Vishveshwarya Circle, Dr GP Rajarathnam Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",night,1,0.2857
ZONE_433,"13th Cross Road / NPS, Vijayanagar Zone",12.98498809127935,77.54482868603185,15,15,11.05,Low,Magadi Road,"13th Cross Road, SR Dinne, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)",night,4,0.4
ZONE_499,Cottonpete Main Road / Royan Circle Zone,12.961156683956677,77.56872173818182,11,18,11.01,Low,Chamarajpet,"Cottonpete Main Road, K.R Market, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560018, India",morning_peak,7,0.9091
